time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
16.331,-0.46434272256255127,0.572740927189789,-0.06763404948005111,-0.9432524773678626,-6.226422051630694,0.20480028490426538,0.4508806885499905,0.8560368476444067,2.796274692032231,3,right
16.332,-0.44659015383574197,0.5782408369273155,-0.0655798516306561,-0.9314557143205032,-6.208808881350102,0.21034206995223467,0.4515778087233274,0.8567189966750498,2.7938455973688177,3,right
16.337,-0.4303312998130461,0.5839511946056279,-0.06527420593674313,-0.9348435925422613,-6.212805301127016,0.20907158260610842,0.45059343500135507,0.8565268172893827,2.7943993318483824,3,right
16.337,-0.418724732781389,0.5874392548048109,-0.06831895105030111,-0.9366255579768318,-6.21752773289815,0.20761082613534776,0.45215056131437253,0.8562848012786898,2.7955608377615127,3,right
16.340999999999998,-0.41102189852522025,0.5934135688425011,-0.07325419026368049,-0.9328949133046561,-6.209381144689899,0.21014290442577177,0.44999347584048,0.8568090023434343,2.7932464093075895,3,right
16.342,-0.40603514062038093,0.603352298033982,-0.07917413156857891,-0.9366164051260346,-6.217014013315217,0.20776629082663026,0.4522620543028817,0.8562197476054629,2.7958224564124343,3,right
16.345,-0.40080723373839017,0.6097491486606054,-0.08423107232380793,-0.9332691728238781,-6.21193115824371,0.20936457242623924,0.4510000966850929,0.8566083732453278,2.7941622189665076,3,right
16.346,-0.39615065677029726,0.6151415947220303,-0.08641110732754818,-0.9370583173469612,-6.214064444063222,0.20865105551440166,0.4496705052431683,0.8567051078974472,2.79358030902459,3,right
16.35,-0.39616948601934476,0.6220427480796487,-0.08828855526752247,-0.931727974634027,-6.2142613988314,0.20868678566681603,0.4550936293704799,0.8558914905341575,2.7975184619672566,3,right
16.352,-0.3974832068363655,0.6267360243621104,-0.08820857624700346,-0.9388828567428379,-6.212753450647826,0.2090154018619434,0.4451079135877052,0.8574710712461765,2.7899625808493327,3,right
16.355999999999998,-0.39952888732716907,0.6292652079447798,-0.08514909851212127,-0.9314036826508081,-6.214586192469781,0.2085940445681001,0.4579139027861302,0.8554265388099556,2.7997232993138126,3,right
16.357,-0.40684101882688656,0.6314281987204866,-0.08137588769485683,-0.93549131252713,-6.213171508411011,0.20894969848898656,0.4472295151577625,0.857140599843978,2.791548083591428,3,right
16.36,-0.4217917507456659,0.6325896966760456,-0.07790215919859386,-0.9401745012103819,-6.21371716722351,0.20870025187559552,0.44749335233230847,0.8570678004603856,2.791865474720667,3,right
16.361,-0.44024421890943666,0.6311028315101768,-0.0757024473909521,-0.9215756683183554,-6.214215985770149,0.20888203831430582,0.4679490990082703,0.8538844631603584,2.807146095457642,3,right
16.365,-0.45834912385031185,0.6286399961496878,-0.07135212415229444,-0.9557260603233451,-6.212772409600424,0.20870889785619745,0.4177016087058364,0.8617412778372016,2.76946820873909,3,right
16.366,-0.4840406747629212,0.6245616420168314,-0.06668236912791695,-0.9119504154775027,-6.2147389560134885,0.2088947538247393,0.5010060694571336,0.8487043991921406,2.8319779026637253,3,right
16.37,-0.5017283807666428,0.6216070473153233,-0.06672438272293896,-0.9484681073818755,-6.21305612243025,0.2087539076879149,0.39112897073789377,0.8659024279957364,2.7495171627614368,3,right
16.371,-0.5059634706734968,0.6205112811727886,-0.06613657816562736,-0.9475928254709597,-6.213269004835523,0.2087018595795267,-0.07012794640605244,0.9379986950291757,2.4037786799951713,3,right
