time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
13.71,-0.9754352027492099,0.6658007880085427,0.18922337928479016,5.978787747740643,3.98339680786602,-1.4075758343116438,-0.6724104402323097,-0.4179202058449262,-3.035100728272103,2,right
13.713,-0.9734273986864397,0.6570479321857225,0.19141235759217667,10.62737104164223,10.90582488924047,-1.0151316056525315,-0.6710450412257131,-0.4424769744535054,-3.0514248421767203,2,right
13.714,-0.9626637035470411,0.5884122473266318,0.1847735532905519,11.734539984301822,12.554903448027508,-0.9215980295654195,-0.671600440106064,-0.4325208566592103,-3.0448609265839304,2,right
13.715,-0.9595260305675279,0.4933346739149111,0.17410215971314214,10.895222826810592,11.304672610656459,-0.992523072538557,-0.6716081212298074,-0.43230317333441215,-3.0445945206499987,2,right
13.718,-0.9733972377104496,0.4177905975099067,0.1621296720522893,11.401408377813363,12.058706040467582,-0.9497433492005323,-0.6713174471815877,-0.4376501368154515,-3.0483238411045046,2,right
13.718,-0.9982622980335789,0.3337234852389419,0.16155043603421587,11.195339986091959,11.751892512247387,-0.967130603180211,-0.671665566477297,-0.43126820015440404,-3.043907475908618,2,right
13.725,-1.0366299173542362,0.2670870809513204,0.18598349826433347,11.192849765392937,11.747644701159746,-0.967440400916616,-0.6713941757644064,-0.4362017370786684,-3.047262556408175,2,right
13.725999999999999,-1.0768863976052416,0.21812729444880646,0.23205250465869098,11.299999742148572,11.908323908744958,-0.9581882884722325,-0.6715416827569092,-0.43365452486421097,-3.045716238749614,2,right
13.729000000000001,-1.1090536299231213,0.18119817998871812,0.2891247308317676,11.171832650086058,11.715901898319084,-0.9692969031651224,-0.6715051426076892,-0.43397106187515255,-3.0454515212754107,2,right
13.73,-1.1297272505407394,0.1625269334138401,0.3410479313421487,11.271393094723521,11.865696071739116,-0.9606085616321318,-0.6714715809262501,-0.4351616933698952,-3.047061864516338,2,right
13.734000000000002,-1.143580268257463,0.15843555787883812,0.3871292356941672,11.217571890311877,11.784890088701282,-0.9652738804967391,-0.6715323346702221,-0.4333491149927898,-3.044852117766023,2,right
13.735,-1.1613951828088889,0.1791172671504525,0.4347386149311254,11.231029955163418,11.803635647160853,-0.9643766461000494,-0.6714743600834157,-0.4349642348272919,-3.0467267290739715,2,right
13.738,-1.1882154903751867,0.23285426555147787,0.47678385816082036,11.24209094923503,11.824276153692807,-0.9626736508716859,-0.6715169018821617,-0.43420831408146304,-3.046231460966677,2,right
13.739,-1.2234711046086917,0.30838168489963147,0.5088597369966646,11.222915688163436,11.788545852994115,-0.9656165024336325,-0.6714884064298983,-0.4336487508274419,-3.0443731811994086,2,right
13.742,-1.2547086785646562,0.38168616728401394,0.5273381264031477,11.2392429771615,11.821659779920182,-0.9626141632195239,-0.6715109571638906,-0.4356858649398243,-3.049123683333846,2,right
13.742,-1.2697566414123815,0.4366894619661226,0.5083729969622937,11.229192907273914,11.799680525057294,-0.9647570141015609,-0.6714877242638694,-0.4324655318545565,-3.041916617094068,2,right
13.747,-1.2665213727641955,0.46515943432838835,0.4422416973375213,11.236102524026146,11.809907610578612,-0.964184698510881,-0.6715102272774893,-0.43593181474851556,-3.0496211284528076,2,right
13.749,-1.2546843468257438,0.46510820474857645,0.3543388090577064,11.225631551779529,11.807324519818497,-0.9626686883636069,-0.6715008614288533,-0.43387637548520996,-3.0451354348292625,2,right
13.753,-1.2390466077258915,0.44524025188782634,0.2654961768331621,11.245788453325456,11.807611614039981,-0.9664522923605812,-0.6714759692469098,-0.43236673539044773,-3.041439963056468,2,right
13.753,-1.2153696029343979,0.42490081810267344,0.1928711420931375,11.214840503309823,11.805875155754821,-0.9608814772616261,-0.6715564070483857,-0.4394015855095673,-3.057891261567792,2,right
13.757,-1.1922578542468913,0.42600332599780827,0.16326737466736843,11.24899599942005,11.8094616107624,-0.9667223768752363,-0.6714134140547097,-0.42627944495847614,-3.027334338038736,2,right
13.758,-1.1664717980828727,0.44507019550288707,0.17874362551011652,11.229270827057066,11.8074021669082,-0.9633455475270027,-0.6715942274947662,-0.4431442031344043,-3.0665784372569784,2,right
13.762,-1.1308211061150573,0.46094210396150137,0.2207328950974005,11.209696330183856,11.801803672683127,-0.9606553269012514,-0.6714463464064705,-0.4290608596733081,-3.033816856691657,2,right
13.762,-1.072219693443246,0.4583846421715535,0.2563202920378204,11.29204206508669,11.821370678779402,-0.9727170170971696,-0.6714426237505322,-0.4294616675465086,-3.034707668349024,2,right
13.767000000000001,-0.9886194610411209,0.44185004274702233,0.25999687189386467,11.139489814358324,11.785314743461054,-0.950331929307189,-0.671744462620705,-0.45624463235524293,-3.097151618764057,2,right
13.767999999999999,-0.8888518982645126,0.41787742283065843,0.23252331259167902,11.335595931356995,11.83194736115865,-0.9790600235929053,-0.6710169325180813,-0.39039873702887135,-2.94367913380764,2,right
13.773,-0.7546530936534056,0.3803392690417976,0.169719730478062,11.171767504584112,11.792846021031743,-0.9550805968382234,-0.6722132160812708,-0.49957076862132677,-3.1981274289202046,2,right
13.774000000000001,-0.659504427834894,0.3497733774632498,0.12035395357319456,11.175958802094886,11.793559772484215,-0.955762159920925,-0.6706449574129115,-0.35558457666916543,-2.862532699753146,2,right
13.777000000000001,-0.6324077514971487,0.3384342407740824,0.10824657120796502,11.48943458285111,11.869696354058714,-1.001364808264439,-0.6639501019349399,0.24889173439669893,-1.4536554133309603,2,right
13.779000000000002,-0.5463393056072197,0.30334815574449375,0.07098499070694145,10.719100045188654,11.682752676255403,-0.8892431775692344,-0.662397714839311,0.3928549307313759,-1.1180988685172852,2,right
13.78,-0.4150125283050027,0.22547467538111599,0.03045248227598416,11.996406764981408,11.992821226584343,-1.0751566928985996,-0.6635768263367656,0.2837077870658872,-1.3725058581288467,2,right
13.783,-0.35224633497531765,0.1726119689098125,0.02354564242185274,10.311551204834338,11.583684282937293,-0.8299339898943282,-0.6628427654057522,0.34956311599002315,-1.219017634094969,2,right
13.784,-0.33291855067647824,0.15660976253907963,0.019381179487492753,3.2394758632450946,9.866954799387173,0.1990371942731752,-0.6632015649380558,0.3226976824281068,-1.281598678003169,2,right
13.785,-0.2857930915634369,0.09989585168014148,0.015981587980408083,1.5545434758073648,9.457720856242435,0.4442402999956862,-0.6630752839836731,0.32247435627180043,-1.2821945522981624,2,right
13.786,-0.24227078515335965,0.02375669999170372,0.02170055799869696,2.8318881487666565,9.767767017125824,0.25838948162707664,-0.663103126820801,0.3363031951130046,-1.249855822763497,2,right
13.787,-0.23900878555753338,-0.03216523795911268,0.04046921773691328,2.061745214935095,9.581314283932269,0.3703722037172369,-0.663108955661893,0.31969191021072874,-1.2886788872039001,2,right
13.790999999999999,-0.25039000352389396,-0.08766584580640803,0.07632322214464068,2.3746154359943246,9.65617290230021,0.32500222164064674,-0.6630414657303717,0.3327046078552609,-1.2583035644105411,2,right
13.793,-0.2749396255085787,-0.13337287542817403,0.12203600017846006,2.379889325147962,9.65901516698317,0.3240224691903813,-0.6632721638281116,0.3254522675112779,-1.2751165670615803,2,right
13.796,-0.30686243018815307,-0.1756627870821943,0.17260147440397433,2.2146850865516354,9.61735928859959,0.3482673776981243,-0.6627632402442383,0.32766279614703997,-1.2702562165053615,2,right
13.797,-0.33661554517130565,-0.21889695751717417,0.22044200252027046,2.411940892991281,9.665914518566813,0.3194773494932174,-0.663587881421737,0.32851040937368203,-1.2677775039954278,2,right
13.802,-0.3757327507910959,-0.2527024610603411,0.25464641076491623,2.2593016935872603,9.630182468281852,0.34151325317818193,-0.6625868480714703,0.32652660774543407,-1.2730191097708539,2,right
13.802999999999999,-0.4194052842710545,-0.28557619249744437,0.2680226515119759,2.3397175164833715,9.645440744993376,0.33037092989502176,-0.6633796285981917,0.3285647726785079,-1.2677753463441597,2,right
13.806,-0.4671702934555445,-0.3123440431059328,0.2538544246938428,2.324737922348202,9.649149286838107,0.3315897697057497,-0.6634094495250922,0.3265177276334652,-1.2725439074732465,2,right
13.807,-0.5224717148987452,-0.32819447490974885,0.20893796916656282,2.298016514683572,9.6336496784858,0.33665587185177814,-0.6618666528633008,0.32926969700491426,-1.2670409654012516,2,right
13.812000000000001,-0.5787468053548378,-0.33515831757834535,0.14556365847468616,2.339779620105251,9.65097261447083,0.3296402647272664,-0.6653698798018111,0.32501414465485123,-1.27487394166915,2,right
13.812999999999999,-0.6369832919602906,-0.3292747713811107,0.08007221394375534,2.30422933127233,9.642406697150964,0.33480526193785376,-0.6601491225268146,0.3308762073683851,-1.2643249839304973,2,right
13.817,-0.6988162298950558,-0.31239583861229814,0.017849575101465422,2.3209757358687915,9.633140361631852,0.3341085543162581,-0.6657135290154726,0.3247168538262658,-1.2753580549081467,2,right
13.817,-0.757011290322994,-0.28395589676255517,-0.03794463972908478,2.3267794339050623,9.665015282756437,0.3292869477222109,-0.6624999897077586,0.3281341896475336,-1.2693185054086962,2,right
13.821,-0.8158554985849193,-0.23915350148374007,-0.08526614712155489,2.302599335589738,9.61369635711482,0.3387390680672726,-0.659722082397395,0.33178428932278825,-1.2624536051963045,2,right
13.822000000000001,-0.8804345189143437,-0.18307657648886022,-0.12733434105124208,2.334055773465883,9.669780800780305,0.3278355660112692,-0.6718668183379591,0.3169599315566707,-1.2897806895715704,2,right
