time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
4.363,1.2040163644530097,0.6865234521976651,-0.202045199090115,-7.206251678870139,6.094742855972356,-2.376881957370986,-0.985928366706026,0.36456863743414114,3.1959434284564416,4,left
4.3660000000000005,1.289803242862982,0.6270814785706058,-0.28063517610633615,-7.214057417430153,6.104899494786629,-2.3801015525213454,-0.985421014293535,0.36678727643467496,3.1941831978901707,4,left
4.367,1.370676382160977,0.5780654394413167,-0.33219691354323644,-7.219152096728985,6.110341497527205,-2.383835728869598,-0.9855791715956944,0.3665527996826323,3.1951418295027527,4,left
4.371,1.4408915555588278,0.5377731098060797,-0.3456734894056446,-7.209143260392272,6.0990141457366525,-2.3773726184097512,-0.9858436872338303,0.36349495050427305,3.1943542319121887,4,left
4.372,1.5003134808555574,0.502593417810048,-0.3304919238406768,-7.218940480045294,6.110294619733588,-2.383435644473665,-0.985151588562892,0.3706193831857398,3.1956292186748336,4,left
4.376,1.547814120116056,0.471743976565761,-0.3028804158426466,-7.210802075236135,6.100218473448397,-2.379371190684954,-0.9861635847452647,0.36002358180741356,3.193604706454295,4,left
4.377,1.5817086823317221,0.44677260100835525,-0.2890787781348574,-7.218648461395734,6.111483284411429,-2.381150193991164,-0.9851119719038981,0.37127586145466096,3.195925407335811,4,left
4.381,1.6031350814343934,0.4243577419615637,-0.28811604201925584,-7.208815941275139,6.095761011761142,-2.3811408206261455,-0.9857195975590896,0.36477503367850916,3.194585115374091,4,left
4.382,1.6118400108109272,0.4082021028169389,-0.2824533732980471,-7.221547402803283,6.1168176124188225,-2.380183209052757,-0.9861843246078639,0.3592613429359405,3.1930742321189562,4,left
4.385,1.6139899740067905,0.3989501095902706,-0.26865586459845403,-7.208332080372398,6.094814615624994,-2.381385168978538,-0.9840747367941214,0.3835055796381431,3.1992292315400452,4,left
4.386,1.6183162013643204,0.3940784036415439,-0.25064324921644,-7.2154051151201495,6.106827644280557,-2.3804046053836085,-0.9879900426003404,0.3385416475023454,3.1878346626472913,4,left
4.39,1.6178435669364475,0.39259582512220725,-0.234343004979135,-7.224304553224984,6.120662471061124,-2.380975691609236,-0.9829683977312978,0.39626643555122965,3.2024989073905585,4,left
4.391,1.6108228942949994,0.39058543186574446,-0.22650520721121195,-7.189931592280587,6.065801348159548,-2.3807952601131106,-0.9871571979542794,0.3480834173721592,3.1902378881219886,4,left
4.396,1.5943281820112944,0.3843689255142302,-0.22517463023214335,-7.2528633202703165,6.166524533655586,-2.380710766249665,-0.9870404984839525,0.34938567482393,3.190543939823141,4,left
4.397,1.5629993340446942,0.37531158184155017,-0.22819793313927095,-7.172221366080244,6.037406902766378,-2.380914075029656,-0.9790729065301599,0.44124761917134697,3.2140550911608456,4,left
4.402,1.529508254745692,0.3663203061643202,-0.2353208263696268,-7.2395016931528495,6.145130451011639,-2.3807048786886122,-0.9986552715284447,0.21547750619673323,3.1562730158319683,4,left
4.4030000000000005,1.4790982289570134,0.3452757183549996,-0.22730701490829142,-7.237896807143344,6.142520012034609,-2.380859686604251,-0.9661911685841988,0.5897985913087238,3.252096676184466,4,left
