time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
16.33,0.7840683747168421,1.3987363097042183,0.35813641750627667,-1.1470793527702348,-0.8193859595024755,-0.498659529849913,-0.6407489433277214,0.5473183927234918,1.8999977186687402,2,left
16.333,0.8112407162636861,1.322949348705516,0.3767044835949226,-1.1464526156715111,-0.8078960955868049,-0.4953738101558128,-0.6404254379093891,0.5464827303736919,1.898638551299875,2,left
16.334,0.8394723382783793,1.2412977129604905,0.39597337559955414,-1.1465117968410283,-0.8061680460738043,-0.4967894666277542,-0.6407443245459907,0.5476467766836726,1.9001222136906573,2,left
16.338,0.8698016011843068,1.1527487035131116,0.41574569618342827,-1.1467824855624265,-0.8146339460058033,-0.49683252732449545,-0.6405055889260111,0.546249725258068,1.8987891902495901,2,left
16.339000000000002,0.9031207604569935,1.063043775643857,0.43544592366694057,-1.146456647883641,-0.8074003192970428,-0.49562533183301977,-0.6406472821784615,0.5477811350704505,1.8998773220621872,2,left
16.342,0.937686708948556,0.971920296432413,0.4514252393040075,-1.1466117182492408,-0.8063091847649633,-0.4979599777943653,-0.6405907552935265,0.5463921883827543,1.8991142862829438,2,left
16.342,0.9750484730700909,0.8808735893665943,0.45878715193980135,-1.1467515803001644,-0.8198188945748862,-0.4944448308883013,-0.6405750653717517,0.5470701729867722,1.8993520008277096,2,left
16.346,1.0165835041242244,0.7931031285624552,0.46105907765140147,-1.1463269657863315,-0.7948441617621467,-0.49889236903150974,-0.6406634998889897,0.5479172212906267,1.8999855486044654,2,left
16.347,1.0580420040985903,0.7035131881150211,0.4637781334809187,-1.1468744351936726,-0.8235914504047332,-0.4945018397388091,-0.6404916960560896,0.5447644369850559,1.898117604808109,2,left
16.352,1.0985161273679918,0.6190220149363497,0.4625957182003695,-1.146510153521521,-0.8058966499648227,-0.4968600800083529,-0.6407474441217218,0.5504494916995621,1.9013173515974724,2,left
16.352999999999998,1.1348178123403252,0.5382903724909379,0.45629681347667345,-1.14629654386661,-0.7929280073067237,-0.4992684174495685,-0.6404471561773735,0.5432218153136377,1.8973271355483896,2,left
16.357,1.1655924801775088,0.46008871597865947,0.4478723030967884,-1.1474432582364367,-0.8545076742615765,-0.48952107694743224,-0.6406854508777484,0.5492242115313161,1.9006057078938248,2,left
16.358,1.1905701054469504,0.388077414895734,0.43677562202814785,-1.1452554919116449,-0.738901026495227,-0.5073669062570935,-0.6406905104922451,0.5490906536569153,1.900566650146502,2,left
16.361,1.2018491038349104,0.3183645746742896,0.4260793326632667,-1.1480908447922256,-0.8879707901089146,-0.4845536221261342,-0.640214166192757,0.5375904658548734,1.8942196329669405,2,left
16.362000000000002,1.2040321876908684,0.2613164479864305,0.4221301399357354,-1.1457143316285985,-0.763250745335843,-0.5035572089227037,-0.6413639678553588,0.5658039977626292,1.909728856987893,2,left
16.367,1.2020199469994912,0.19791238473793327,0.4206396236197597,-1.1457833766392973,-0.766863298752136,-0.5030765734628956,-0.6394684414141267,0.5190514634776959,1.884061889276289,2,left
16.367,1.1975013843135445,0.15234036378479257,0.41718726882191104,-1.150308769192816,-1.0042376031516393,-0.4667801399590169,-0.6419619609599441,0.5807021039226847,1.9178859123737193,2,left
16.372,1.1963118523184426,0.14648228375297323,0.4171625487900913,-1.1391795330167929,-0.42037385036895114,-0.5559334997514003,-0.6524402663958933,0.8395025488891572,2.0599252728294077,2,left
16.373,1.1906320336804717,0.09777493483837739,0.4168855720520478,-1.157630502829225,-1.3886558011191261,-0.4081374435952184,-0.6549253798578977,0.9011354406849679,2.0937073994584767,2,left
16.373,1.1848122246665924,0.046147040638964035,0.41418309218932775,-1.1333029388672795,-0.11138565103821707,-0.603074428288121,-0.6530445270713662,0.8544146053794253,2.068112363850937,2,left
16.375999999999998,1.184192924741474,0.0383487078306477,0.4136837625703219,-1.0311856098955305,5.249960410600519,-1.4213178490713287,-0.6541780274514981,0.8825911792133609,2.083544599976962,2,left
16.377,1.175702694809606,-0.005506306796089986,0.41511813441455436,-1.0069012670491309,6.5273324918896165,-1.6162831635354564,-0.6537122525816293,0.8711185431488386,2.0772414816077593,2,left
16.377,1.1625561214560989,-0.060262031879975336,0.4215502217886955,-1.0252767752701264,5.558847275350046,-1.4684407514629165,-0.6537217860596529,0.870986664233488,2.0772377476980655,2,left
16.381,1.1489180564966892,-0.09693657454970969,0.430008327365011,-1.0142314068005924,6.1429984320133695,-1.5576380808115138,-0.6539318772108671,0.8769378480411886,2.0803617707811712,2,left
16.382,1.1298028500659596,-0.13825798372903617,0.4360098055832544,-1.0187023484846052,5.905310963246075,-1.5213286399396153,-0.6536868906201885,0.8698221304106903,2.076655238120376,2,left
16.386,1.1104140696326388,-0.1673347147365553,0.43925551276228036,-1.0187485450155322,5.901918622193776,-1.520799375159064,-0.6538682369739781,0.875345673581443,2.079491573330638,2,left
16.387,1.093523178108153,-0.18965126728120418,0.4386948891860807,-1.0165168887703393,6.026686083058702,-1.5399340324115651,-0.653765402240926,0.872357595674884,2.077935370498154,2,left
16.391,1.076694200065963,-0.20838288914306766,0.43967170116324483,-1.0190679623966195,5.8771154903742655,-1.5169135904527526,-0.6538320172136182,0.8731228363792674,2.0785201013051324,2,left
16.391,1.0647164188010527,-0.21600730236457966,0.43936338890211846,-1.01726291565009,5.9937805721244555,-1.5349911438835389,-0.6537401825757462,0.8736870069207976,2.0782995554684986,2,left
16.397000000000002,1.0609539146502027,-0.2179199628021912,0.4360745817015119,-1.018054461050986,5.930690042324716,-1.5250936631218268,-0.6538979009296831,0.8727083285181383,2.078674917825583,2,left
